,0,1,2
"[[31, 5, 26, '0.998', '1.631'], [31, 5, 26, '0.998', '1.631'], [31, 5, 26, '0.998', '1.631'], [31, 5, 26, '0.998', '1.631'], [31, 5, 26, '0.998', '1.631']]",-0.186410726789,0.181543844211,-0.849564334499
"[[33, 8, 25, '1.001', '1.636'], [33, 8, 25, '1.001', '1.636'], [33, 8, 25, '1.001', '1.636'], [33, 8, 25, '1.001', '1.636'], [33, 8, 25, '1.001', '1.636']]",0.302491651615,-0.973787465257,0.266137043024
"[[24, 24, 0, '1.007', '1.646'], [24, 24, 0, '1.007', '1.646'], [24, 24, 0, '1.007', '1.646'], [24, 24, 0, '1.007', '1.646'], [24, 24, 0, '1.007', '1.646']]",-0.785867813347,0.175013511508,-0.86231378069
"[[38, 31, 7, '1.008', '1.055'], [38, 31, 7, '1.008', '1.055'], [38, 31, 7, '1.008', '1.055'], [38, 31, 7, '1.008', '1.055'], [38, 31, 7, '1.008', '1.055']]",0.19008470717,-1.11975823996,0.00519598818633
"[[43, 10, 33, '1.001', '1.1'], [43, 10, 33, '1.001', '1.1'], [43, 10, 33, '1.001', '1.1'], [43, 10, 33, '1.001', '1.1'], [43, 10, 33, '1.001', '1.1']]",-1.33333839847,-0.0222632361948,-0.574557780313
"[[26, 13, 13, '1.003', '1.522'], [26, 13, 13, '1.003', '1.522'], [26, 13, 13, '1.003', '1.522'], [26, 13, 13, '1.003', '1.522'], [26, 13, 13, '1.003', '1.522']]",-0.425060063662,-1.33016391994,-0.305125361469
"[[18, 16, 2, '1.004', '2.301'], [18, 16, 2, '1.004', '2.301'], [18, 16, 2, '1.004', '2.301'], [18, 16, 2, '1.004', '2.301'], [18, 16, 2, '1.004', '2.301']]",-0.27688433215,-0.381463154121,-1.27830294474
"[[65, 3, 62, '0.992', '0.659'], [65, 3, 62, '0.992', '0.659'], [65, 3, 62, '0.992', '0.659'], [65, 3, 62, '0.992', '0.659'], [65, 3, 62, '0.992', '0.659']]",-1.31443669012,-0.52933975742,-0.200354052224
"[[70, 17, 53, '0.989', '0.465'], [70, 17, 53, '0.989', '0.465'], [70, 17, 53, '0.989', '0.465'], [70, 17, 53, '0.989', '0.465'], [70, 17, 53, '0.989', '0.465']]",-0.117643638645,-0.358488766729,-1.09462368947
"[[15, 0, 15, '0.989', '1.061'], [15, 0, 15, '0.989', '1.061'], [15, 0, 15, '0.989', '1.061'], [15, 0, 15, '0.989', '1.061'], [15, 0, 15, '0.989', '1.061']]",-1.02764250966,-0.064298669038,0.0930334200191
"[[39, 35, 4, '0.995', '0.959'], [39, 35, 4, '0.995', '0.959'], [39, 35, 4, '0.995', '0.959'], [39, 35, 4, '0.995', '0.959'], [39, 35, 4, '0.995', '0.959']]",-0.0197468101562,0.173263543316,-1.0353618358
"[[25, 29, -4, '0.999', '1.091'], [25, 29, -4, '0.999', '1.091'], [25, 29, -4, '0.999', '1.091'], [25, 29, -4, '0.999', '1.091'], [25, 29, -4, '0.999', '1.091']]",0.0746148964232,-1.22046927672,-0.158505371072
"[[35, 17, 18, '0.999', '0.848'], [35, 17, 18, '0.999', '0.848'], [35, 17, 18, '0.999', '0.848'], [35, 17, 18, '0.999', '0.848'], [35, 17, 18, '0.999', '0.848']]",-1.40499762794,-0.0230964031915,-0.0648407817815
"[[44, 39, 5, '1.006', '0.762'], [44, 39, 5, '1.006', '0.762'], [44, 39, 5, '1.006', '0.762'], [44, 39, 5, '1.006', '0.762'], [44, 39, 5, '1.006', '0.762']]",-0.236064503663,-1.23513663269,-1.59862161035
"[[21, 6, 15, '1.007', '0.876'], [21, 6, 15, '1.007', '0.876'], [21, 6, 15, '1.007', '0.876'], [21, 6, 15, '1.007', '0.876'], [21, 6, 15, '1.007', '0.876']]",-2.02923400213,-0.697031890074,-0.529117555387
"[[30, 25, 5, '1.011', '1.161'], [30, 25, 5, '1.011', '1.161'], [30, 25, 5, '1.011', '1.161'], [30, 25, 5, '1.011', '1.161'], [30, 25, 5, '1.011', '1.161']]",-0.947665882182,-1.08372005543,-2.15455359859
"[[21, 19, 2, '1.013', '1.162'], [21, 19, 2, '1.013', '1.162'], [21, 19, 2, '1.013', '1.162'], [21, 19, 2, '1.013', '1.162'], [21, 19, 2, '1.013', '1.162']]",-2.3258637176,-1.22411173305,-1.04969886041
"[[35, 14, 21, '1.014', '0.732'], [35, 14, 21, '1.014', '0.732'], [35, 14, 21, '1.014', '0.732'], [35, 14, 21, '1.014', '0.732'], [35, 14, 21, '1.014', '0.732']]",-1.22763006028,-1.57816168212,-2.45246659332
"[[58, 47, 11, '1.018', '0.867'], [58, 47, 11, '1.018', '0.867'], [58, 47, 11, '1.018', '0.867'], [58, 47, 11, '1.018', '0.867'], [58, 47, 11, '1.018', '0.867']]",-2.26209929497,-1.41076942475,-1.48631026846
"[[34, 8, 26, '1.016', '1.047'], [34, 8, 26, '1.016', '1.047'], [34, 8, 26, '1.016', '1.047'], [34, 8, 26, '1.016', '1.047'], [34, 8, 26, '1.016', '1.047']]",-1.40526299227,-2.4524590428,-1.18511343188
"[[21, 13, 8, '1.015', '1.887'], [21, 13, 8, '1.015', '1.887'], [21, 13, 8, '1.015', '1.887'], [21, 13, 8, '1.015', '1.887'], [21, 13, 8, '1.015', '1.887']]",-1.27162011994,-1.47614186186,-2.51834442516
"[[79, 5, 74, '1.001', '0.752'], [79, 5, 74, '1.001', '0.752'], [79, 5, 74, '1.001', '0.752'], [79, 5, 74, '1.001', '0.752'], [79, 5, 74, '1.001', '0.752']]",-2.52244160675,-1.32860513686,-1.47034649105
"[[39, 17, 22, '0.996', '0.679'], [39, 17, 22, '0.996', '0.679'], [39, 17, 22, '0.996', '0.679'], [39, 17, 22, '0.996', '0.679'], [39, 17, 22, '0.996', '0.679']]",-1.48247722993,-2.71637158601,-1.3343648529
"[[48, 37, 11, '1.007', '0.899'], [48, 37, 11, '1.007', '0.899'], [48, 37, 11, '1.007', '0.899'], [48, 37, 11, '1.007', '0.899'], [48, 37, 11, '1.007', '0.899']]",-1.55789243288,-1.42795661723,-2.82195481386
"[[19, 8, 11, '1.006', '1.826'], [19, 8, 11, '1.006', '1.826'], [19, 8, 11, '1.006', '1.826'], [19, 8, 11, '1.006', '1.826'], [19, 8, 11, '1.006', '1.826']]",-1.90742651562,-2.8968533093,-1.57250124152
"[[37, 0, 37, '1.001', '1.366'], [37, 0, 37, '1.001', '1.366'], [37, 0, 37, '1.001', '1.366'], [37, 0, 37, '1.001', '1.366'], [37, 0, 37, '1.001', '1.366']]",-1.6691340955,-1.97455637732,-2.8750287133
"[[48, 47, 1, '1.006', '1.365'], [48, 47, 1, '1.006', '1.365'], [48, 47, 1, '1.006', '1.365'], [48, 47, 1, '1.006', '1.365'], [48, 47, 1, '1.006', '1.365']]",-2.81776678818,-1.73716334914,-1.60981374894
"[[72, 55, 17, '1.011', '0.701'], [72, 55, 17, '1.011', '0.701'], [72, 55, 17, '1.011', '0.701'], [72, 55, 17, '1.011', '0.701'], [72, 55, 17, '1.011', '0.701']]",-1.64933221946,-1.68305658156,-2.60006854697
"[[47, 34, 13, '1.011', '0.867'], [47, 34, 13, '1.011', '0.867'], [47, 34, 13, '1.011', '0.867'], [47, 34, 13, '1.011', '0.867'], [47, 34, 13, '1.011', '0.867']]",-2.5969153907,-1.42408304612,-1.42430306193
"[[66, -2, 68, '0.998', '0.935'], [66, -2, 68, '0.998', '0.935'], [66, -2, 68, '0.998', '0.935'], [66, -2, 68, '0.998', '0.935'], [66, -2, 68, '0.998', '0.935']]",-1.3817091545,-2.40527457815,-2.47790704824
"[[31, 18, 13, '1.001', '1.604'], [31, 18, 13, '1.001', '1.604'], [31, 18, 13, '1.001', '1.604'], [31, 18, 13, '1.001', '1.604'], [31, 18, 13, '1.001', '1.604']]",-2.57559579139,-1.7748809371,-1.36730903969
"[[47, 42, 5, '1.006', '1.464'], [47, 42, 5, '1.006', '1.464'], [47, 42, 5, '1.006', '1.464'], [47, 42, 5, '1.006', '1.464'], [47, 42, 5, '1.006', '1.464']]",-1.6349267395,-1.37433600255,-2.75515330359
"[[51, 31, 20, '1.008', '0.833'], [51, 31, 20, '1.008', '0.833'], [51, 31, 20, '1.008', '0.833'], [51, 31, 20, '1.008', '0.833'], [51, 31, 20, '1.008', '0.833']]",-1.559181282,-2.8136202476,-1.75049842555
"[[60, 55, 5, '1.0', '0.747'], [60, 55, 5, '1.0', '0.747'], [60, 55, 5, '1.0', '0.747'], [60, 55, 5, '1.0', '0.747'], [60, 55, 5, '1.0', '0.747']]",-3.08995489339,-1.98328482354,-1.64978554361
"[[35, 34, 1, '1.005', '0.871'], [35, 34, 1, '1.005', '0.871'], [35, 34, 1, '1.005', '0.871'], [35, 34, 1, '1.005', '0.871'], [35, 34, 1, '1.005', '0.871']]",-2.13362859961,-1.96817129751,-3.03371113152
"[[79, 79, 0, '1.019', '0.722'], [79, 79, 0, '1.019', '0.722'], [79, 79, 0, '1.019', '0.722'], [79, 79, 0, '1.019', '0.722'], [79, 79, 0, '1.019', '0.722']]",-1.88053953165,-3.15818114985,-2.26131249328
"[[40, 17, 23, '1.018', '0.955'], [40, 17, 23, '1.018', '0.955'], [40, 17, 23, '1.018', '0.955'], [40, 17, 23, '1.018', '0.955'], [40, 17, 23, '1.018', '0.955']]",-3.13085333228,-2.22923031725,-1.87707549083
"[[56, 20, 36, '1.016', '0.892'], [56, 20, 36, '1.016', '0.892'], [56, 20, 36, '1.016', '0.892'], [56, 20, 36, '1.016', '0.892'], [56, 20, 36, '1.016', '0.892']]",-1.85494154227,-2.10365394798,-3.08667188123
"[[68, 35, 33, '1.014', '0.774'], [68, 35, 33, '1.014', '0.774'], [68, 35, 33, '1.014', '0.774'], [68, 35, 33, '1.014', '0.774'], [68, 35, 33, '1.014', '0.774']]",-3.06383083576,-1.87176489393,-1.89826787697
"[[41, 8, 33, '1.008', '1.314'], [41, 8, 33, '1.008', '1.314'], [41, 8, 33, '1.008', '1.314'], [41, 8, 33, '1.008', '1.314'], [41, 8, 33, '1.008', '1.314']]",-1.77371205075,-2.96592164794,-1.86696104878
"[[30, 1, 29, '1.002', '1.141'], [30, 1, 29, '1.002', '1.141'], [30, 1, 29, '1.002', '1.141'], [30, 1, 29, '1.002', '1.141'], [30, 1, 29, '1.002', '1.141']]",-2.97172768163,-1.69793418927,-1.94663614761
"[[37, 10, 27, '1.002', '1.645'], [37, 10, 27, '1.002', '1.645'], [37, 10, 27, '1.002', '1.645'], [37, 10, 27, '1.002', '1.645'], [37, 10, 27, '1.002', '1.645']]",-1.77023150304,-2.91276857409,-2.46731792214
"[[43, -2, 45, '0.993', '0.793'], [43, -2, 45, '0.993', '0.793'], [43, -2, 45, '0.993', '0.793'], [43, -2, 45, '0.993', '0.793'], [43, -2, 45, '0.993', '0.793']]",-3.14770313776,-1.95382654089,-1.7646821679
"[[42, 20, 22, '0.997', '0.957'], [42, 20, 22, '0.997', '0.957'], [42, 20, 22, '0.997', '0.957'], [42, 20, 22, '0.997', '0.957'], [42, 20, 22, '0.997', '0.957']]",-1.98732155024,-2.05983704156,-3.2056663586
"[[48, 43, 5, '1.004', '1.085'], [48, 43, 5, '1.004', '1.085'], [48, 43, 5, '1.004', '1.085'], [48, 43, 5, '1.004', '1.085'], [48, 43, 5, '1.004', '1.085']]",-3.09238164441,-2.06785058784,-2.06407830971
"[[40, 35, 5, '1.007', '1.162'], [40, 35, 5, '1.007', '1.162'], [40, 35, 5, '1.007', '1.162'], [40, 35, 5, '1.007', '1.162'], [40, 35, 5, '1.007', '1.162']]",-1.94481900912,-2.50873439783,-3.38630914488
"[[63, 60, 3, '1.019', '0.823'], [63, 60, 3, '1.019', '0.823'], [63, 60, 3, '1.019', '0.823'], [63, 60, 3, '1.019', '0.823'], [63, 60, 3, '1.019', '0.823']]",-3.37875069829,-2.30749705959,-2.34233556868
"[[84, 57, 27, '1.026', '0.752'], [84, 57, 27, '1.026', '0.752'], [84, 57, 27, '1.026', '0.752'], [84, 57, 27, '1.026', '0.752'], [84, 57, 27, '1.026', '0.752']]",-2.2462838173,-3.51133840099,-2.2354898851
"[[69, -11, 80, '1.008', '0.783'], [69, -11, 80, '1.008', '0.783'], [69, -11, 80, '1.008', '0.783'], [69, -11, 80, '1.008', '0.783'], [69, -11, 80, '1.008', '0.783']]",-3.15430483324,-2.27849219792,-3.2981904952
"[[74, 52, 22, '1.017', '0.853'], [74, 52, 22, '1.017', '0.853'], [74, 52, 22, '1.017', '0.853'], [74, 52, 22, '1.017', '0.853'], [74, 52, 22, '1.017', '0.853']]",-2.6285062657,-3.36156982734,-2.10808895136
"[[69, 15, 54, '1.017', '0.898'], [69, 15, 54, '1.017', '0.898'], [69, 15, 54, '1.017', '0.898'], [69, 15, 54, '1.017', '0.898'], [69, 15, 54, '1.017', '0.898']]",-2.13086185713,-2.08112104502,-3.28746218731
"[[66, 40, 26, '1.011', '0.897'], [66, 40, 26, '1.011', '0.897'], [66, 40, 26, '1.011', '0.897'], [66, 40, 26, '1.011', '0.897'], [66, 40, 26, '1.011', '0.897']]",-2.56285755309,-3.35512730536,-2.01121148683
"[[61, 27, 34, '1.007', '1.036'], [61, 27, 34, '1.007', '1.036'], [61, 27, 34, '1.007', '1.036'], [61, 27, 34, '1.007', '1.036'], [61, 27, 34, '1.007', '1.036']]",-2.12194438209,-2.72618703782,-3.60613178711
"[[53, 46, 7, '1.013', '0.961'], [53, 46, 7, '1.013', '0.961'], [53, 46, 7, '1.013', '0.961'], [53, 46, 7, '1.013', '0.961'], [53, 46, 7, '1.013', '0.961']]",-3.67983649468,-2.60058257042,-2.39227059509
"[[28, 19, 9, '1.011', '1.063'], [28, 19, 9, '1.011', '1.063'], [28, 19, 9, '1.011', '1.063'], [28, 19, 9, '1.011', '1.063'], [28, 19, 9, '1.011', '1.063']]",-2.56577423901,-2.54098566665,-3.74006726456
"[[53, 32, 21, '1.015', '1.054'], [53, 32, 21, '1.015', '1.054'], [53, 32, 21, '1.015', '1.054'], [53, 32, 21, '1.015', '1.054'], [53, 32, 21, '1.015', '1.054']]",-3.46605452083,-3.76530246559,-2.60218594053
"[[38, 25, 13, '1.013', '1.575'], [38, 25, 13, '1.013', '1.575'], [38, 25, 13, '1.013', '1.575'], [38, 25, 13, '1.013', '1.575'], [38, 25, 13, '1.013', '1.575']]",-2.68383303759,-2.67303057685,-3.7579928639
"[[102, 4, 98, '1.001', '0.77'], [102, 4, 98, '1.001', '0.77'], [102, 4, 98, '1.001', '0.77'], [102, 4, 98, '1.001', '0.77'], [102, 4, 98, '1.001', '0.77']]",-2.69201677843,-3.75381979062,-2.5873552939
"[[67, 16, 51, '0.994', '0.816'], [67, 16, 51, '0.994', '0.816'], [67, 16, 51, '0.994', '0.816'], [67, 16, 51, '0.994', '0.816'], [67, 16, 51, '0.994', '0.816']]",-2.90877717595,-2.57588945295,-3.7688465892
"[[34, 27, 7, '0.997', '1.26'], [34, 27, 7, '0.997', '1.26'], [34, 27, 7, '0.997', '1.26'], [34, 27, 7, '0.997', '1.26'], [34, 27, 7, '0.997', '1.26']]",-2.60012661616,-3.67823586861,-2.72437561667
"[[26, 4, 22, '0.997', '1.724'], [26, 4, 22, '0.997', '1.724'], [26, 4, 22, '0.997', '1.724'], [26, 4, 22, '0.997', '1.724'], [26, 4, 22, '0.997', '1.724']]",-3.79160103996,-2.73522674864,-2.47697953397
"[[40, 37, 3, '0.999', '1.156'], [40, 37, 3, '0.999', '1.156'], [40, 37, 3, '0.999', '1.156'], [40, 37, 3, '0.999', '1.156'], [40, 37, 3, '0.999', '1.156']]",-2.55840621128,-2.73290265888,-3.93038688057
"[[41, 42, -1, '1.0', '0.941'], [41, 42, -1, '1.0', '0.941'], [41, 42, -1, '1.0', '0.941'], [41, 42, -1, '1.0', '0.941'], [41, 42, -1, '1.0', '0.941']]",-4.15676423553,-3.33974585009,-2.72147181593
"[[47, 43, 4, '1.008', '0.924'], [47, 43, 4, '1.008', '0.924'], [47, 43, 4, '1.008', '0.924'], [47, 43, 4, '1.008', '0.924'], [47, 43, 4, '1.008', '0.924']]",-3.03198924623,-2.97953054369,-4.22158441085
"[[29, 22, 7, '1.01', '1.45'], [29, 22, 7, '1.01', '1.45'], [29, 22, 7, '1.01', '1.45'], [29, 22, 7, '1.01', '1.45'], [29, 22, 7, '1.01', '1.45']]",-3.91106012772,-3.98167352319,-3.06098875332
"[[31, 7, 24, '1.005', '2.192'], [31, 7, 24, '1.005', '2.192'], [31, 7, 24, '1.005', '2.192'], [31, 7, 24, '1.005', '2.192'], [31, 7, 24, '1.005', '2.192']]",-2.86936201464,-3.26326529543,-4.18254838033
"[[20, 16, 4, '1.007', '2.406'], [20, 16, 4, '1.007', '2.406'], [20, 16, 4, '1.007', '2.406'], [20, 16, 4, '1.007', '2.406'], [20, 16, 4, '1.007', '2.406']]",-4.35492139526,-3.23685559216,-3.01368714481
"[[26, 17, 9, '1.009', '1.181'], [26, 17, 9, '1.009', '1.181'], [26, 17, 9, '1.009', '1.181'], [26, 17, 9, '1.009', '1.181'], [26, 17, 9, '1.009', '1.181']]",-3.34629677152,-3.22102822113,-4.34064311821
"[[44, 35, 9, '1.011', '0.808'], [44, 35, 9, '1.011', '0.808'], [44, 35, 9, '1.011', '0.808'], [44, 35, 9, '1.011', '0.808'], [44, 35, 9, '1.011', '0.808']]",-3.18898958515,-4.61043568682,-3.41916731885
"[[74, 57, 17, '1.02', '0.662'], [74, 57, 17, '1.02', '0.662'], [74, 57, 17, '1.02', '0.662'], [74, 57, 17, '1.02', '0.662'], [74, 57, 17, '1.02', '0.662']]",-4.71121456866,-3.36732933172,-3.45469962582
"[[70, 7, 63, '1.005', '0.898'], [70, 7, 63, '1.005', '0.898'], [70, 7, 63, '1.005', '0.898'], [70, 7, 63, '1.005', '0.898'], [70, 7, 63, '1.005', '0.898']]",-3.46775190516,-4.56793732499,-3.74340255412
"[[71, -6, 77, '0.989', '0.619'], [71, -6, 77, '0.989', '0.619'], [71, -6, 77, '0.989', '0.619'], [71, -6, 77, '0.989', '0.619'], [71, -6, 77, '0.989', '0.619']]",-4.52156133105,-3.51715323222,-3.41781215469
"[[44, 28, 16, '0.985', '0.696'], [44, 28, 16, '0.985', '0.696'], [44, 28, 16, '0.985', '0.696'], [44, 28, 16, '0.985', '0.696'], [44, 28, 16, '0.985', '0.696']]",-3.38157844488,-3.33360549494,-4.36183147534
"[[40, 14, 26, '0.991', '1.117'], [40, 14, 26, '0.991', '1.117'], [40, 14, 26, '0.991', '1.117'], [40, 14, 26, '0.991', '1.117'], [40, 14, 26, '0.991', '1.117']]",-3.15293166739,-4.50160684976,-3.4002383706
"[[42, 31, 11, '0.996', '1.557'], [42, 31, 11, '0.996', '1.557'], [42, 31, 11, '0.996', '1.557'], [42, 31, 11, '0.996', '1.557'], [42, 31, 11, '0.996', '1.557']]",-4.47559193371,-3.45422190545,-3.27040485593
"[[43, 28, 15, '0.995', '1.737'], [43, 28, 15, '0.995', '1.737'], [43, 28, 15, '0.995', '1.737'], [43, 28, 15, '0.995', '1.737'], [43, 28, 15, '0.995', '1.737']]",-3.55388574084,-3.22191583359,-4.52517619582
"[[23, 0, 23, '0.992', '3.871'], [23, 0, 23, '0.992', '3.871'], [23, 0, 23, '0.992', '3.871'], [23, 0, 23, '0.992', '3.871'], [23, 0, 23, '0.992', '3.871']]",-3.29908813375,-4.34507514663,-3.34487294054
"[[36, 30, 6, '0.993', '1.71'], [36, 30, 6, '0.993', '1.71'], [36, 30, 6, '0.993', '1.71'], [36, 30, 6, '0.993', '1.71'], [36, 30, 6, '0.993', '1.71']]",-4.42717279016,-3.33891266271,-3.08032679558
"[[31, 22, 9, '0.995', '2.101'], [31, 22, 9, '0.995', '2.101'], [31, 22, 9, '0.995', '2.101'], [31, 22, 9, '0.995', '2.101'], [31, 22, 9, '0.995', '2.101']]",-3.208773464,-3.19963319849,-4.58599027273
"[[26, 15, 11, '0.994', '2.89'], [26, 15, 11, '0.994', '2.89'], [26, 15, 11, '0.994', '2.89'], [26, 15, 11, '0.994', '2.89'], [26, 15, 11, '0.994', '2.89']]",-3.73002701649,-4.56177088651,-3.38088005614
"[[18, 8, 10, '0.996', '2.934'], [18, 8, 10, '0.996', '2.934'], [18, 8, 10, '0.996', '2.934'], [18, 8, 10, '0.996', '2.934'], [18, 8, 10, '0.996', '2.934']]",-3.78912575348,-3.3345346439,-4.53287282958
"[[25, 24, 1, '1.0', '1.588'], [25, 24, 1, '1.0', '1.588'], [25, 24, 1, '1.0', '1.588'], [25, 24, 1, '1.0', '1.588'], [25, 24, 1, '1.0', '1.588']]",-3.28621841074,-4.455215309,-3.71022347494
"[[20, 7, 13, '1.001', '0.869'], [20, 7, 13, '1.001', '0.869'], [20, 7, 13, '1.001', '0.869'], [20, 7, 13, '1.001', '0.869'], [20, 7, 13, '1.001', '0.869']]",-4.33902512759,-3.19519929229,-3.38130284683
"[[77, 61, 16, '1.012', '0.777'], [77, 61, 16, '1.012', '0.777'], [77, 61, 16, '1.012', '0.777'], [77, 61, 16, '1.012', '0.777'], [77, 61, 16, '1.012', '0.777']]",-3.37503938772,-4.39640464785,-3.16095030578
"[[28, 13, 15, '1.009', '1.474'], [28, 13, 15, '1.009', '1.474'], [28, 13, 15, '1.009', '1.474'], [28, 13, 15, '1.009', '1.474'], [28, 13, 15, '1.009', '1.474']]",-3.21184845011,-3.24355712672,-4.36861844582
"[[20, 12, 8, '1.01', '1.14'], [20, 12, 8, '1.01', '1.14'], [20, 12, 8, '1.01', '1.14'], [20, 12, 8, '1.01', '1.14'], [20, 12, 8, '1.01', '1.14']]",-4.42754351233,-3.17838917952,-3.38664088841
"[[24, 11, 13, '0.907', '1.376'], [24, 11, 13, '0.907', '1.376'], [24, 11, 13, '0.907', '1.376'], [24, 11, 13, '0.907', '1.376'], [24, 11, 13, '0.907', '1.376']]",-3.28831130027,-4.58920666757,-3.3251265473
"[[58, 58, 0, '0.916', '0.402'], [58, 58, 0, '0.916', '0.402'], [58, 58, 0, '0.916', '0.402'], [58, 58, 0, '0.916', '0.402'], [58, 58, 0, '0.916', '0.402']]",-4.7065215417,-3.41058226901,-3.86273450389
"[[50, 2, 48, '0.9', '0.28'], [50, 2, 48, '0.9', '0.28'], [50, 2, 48, '0.9', '0.28'], [50, 2, 48, '0.9', '0.28'], [50, 2, 48, '0.9', '0.28']]",-3.95612626544,-4.67148108459,-3.45144934247
"[[31, 12, 19, '0.898', '0.522'], [31, 12, 19, '0.898', '0.522'], [31, 12, 19, '0.898', '0.522'], [31, 12, 19, '0.898', '0.522'], [31, 12, 19, '0.898', '0.522']]",-3.48593427345,-3.45599381211,-4.76111811555
"[[26, 6, 20, '0.898', '1.056'], [26, 6, 20, '0.898', '1.056'], [26, 6, 20, '0.898', '1.056'], [26, 6, 20, '0.898', '1.056'], [26, 6, 20, '0.898', '1.056']]",-4.78128774959,-3.96379973204,-3.55249143529
"[[26, 17, 9, '0.899', '1.223'], [26, 17, 9, '0.899', '1.223'], [26, 17, 9, '0.899', '1.223'], [26, 17, 9, '0.899', '1.223'], [26, 17, 9, '0.899', '1.223']]",-3.55162534089,-3.77933237275,-4.67666407189
"[[27, 17, 10, '0.9', '1.021'], [27, 17, 10, '0.9', '1.021'], [27, 17, 10, '0.9', '1.021'], [27, 17, 10, '0.9', '1.021'], [27, 17, 10, '0.9', '1.021']]",-4.65267460236,-3.6388913899,-3.45071252867
"[[40, 36, 4, '0.904', '0.64'], [40, 36, 4, '0.904', '0.64'], [40, 36, 4, '0.904', '0.64'], [40, 36, 4, '0.904', '0.64'], [40, 36, 4, '0.904', '0.64']]",-3.52775316568,-3.45931609344,-4.56050282668
"[[24, 19, 5, '0.907', '1.062'], [24, 19, 5, '0.907', '1.062'], [24, 19, 5, '0.907', '1.062'], [24, 19, 5, '0.907', '1.062'], [24, 19, 5, '0.907', '1.062']]",-3.35497123597,-4.70907358295,-3.42159730601
"[[55, 35, 20, '0.903', '1.024'], [55, 35, 20, '0.903', '1.024'], [55, 35, 20, '0.903', '1.024'], [55, 35, 20, '0.903', '1.024'], [55, 35, 20, '0.903', '1.024']]",-4.66985437094,-3.51349620065,-4.09718555626
"[[46, 44, 2, '1.007', '1.199'], [46, 44, 2, '1.007', '1.199'], [46, 44, 2, '1.007', '1.199'], [46, 44, 2, '1.007', '1.199'], [46, 44, 2, '1.007', '1.199']]",-4.2351481364,-4.72645192695,-3.51369189813
"[[35, 19, 16, '1.011', '0.805'], [35, 19, 16, '1.011', '0.805'], [35, 19, 16, '1.011', '0.805'], [35, 19, 16, '1.011', '0.805'], [35, 19, 16, '1.011', '0.805']]",-3.51320404576,-3.98382367857,-4.76280219539
"[[87, 57, 30, '1.018', '0.724'], [87, 57, 30, '1.018', '0.724'], [87, 57, 30, '1.018', '0.724'], [87, 57, 30, '1.018', '0.724'], [87, 57, 30, '1.018', '0.724']]",-4.68986720333,-3.52135845689,-3.61235229111
"[[33, 27, 6, '1.021', '1.167'], [33, 27, 6, '1.021', '1.167'], [33, 27, 6, '1.021', '1.167'], [33, 27, 6, '1.021', '1.167'], [33, 27, 6, '1.021', '1.167']]",-3.51529894946,-4.65656223859,-3.67296845125
"[[35, 27, 8, '1.019', '1.234'], [35, 27, 8, '1.019', '1.234'], [35, 27, 8, '1.019', '1.234'], [35, 27, 8, '1.019', '1.234'], [35, 27, 8, '1.019', '1.234']]",-4.70145280072,-3.43386001635,-3.43590449385
"[[34, 29, 5, '1.021', '1.192'], [34, 29, 5, '1.021', '1.192'], [34, 29, 5, '1.021', '1.192'], [34, 29, 5, '1.021', '1.192'], [34, 29, 5, '1.021', '1.192']]",-3.46729150937,-3.95194612173,-4.62617200768
"[[53, 11, 42, '1.019', '0.89'], [53, 11, 42, '1.019', '0.89'], [53, 11, 42, '1.019', '0.89'], [53, 11, 42, '1.019', '0.89'], [53, 11, 42, '1.019', '0.89']]",-4.70540505702,-3.46585907826,-3.34713449005
"[[59, 21, 38, '1.003', '0.632'], [59, 21, 38, '1.003', '0.632'], [59, 21, 38, '1.003', '0.632'], [59, 21, 38, '1.003', '0.632'], [59, 21, 38, '1.003', '0.632']]",-3.61909557448,-3.44700657295,-4.66428463424
"[[26, 16, 10, '1.003', '1.52'], [26, 16, 10, '1.003', '1.52'], [26, 16, 10, '1.003', '1.52'], [26, 16, 10, '1.003', '1.52'], [26, 16, 10, '1.003', '1.52']]",-3.61694730925,-4.52698452111,-3.46867597902
"[[33, 29, 4, '1.006', '1.671'], [33, 29, 4, '1.006', '1.671'], [33, 29, 4, '1.006', '1.671'], [33, 29, 4, '1.006', '1.671'], [33, 29, 4, '1.006', '1.671']]",-3.31318131178,-3.44461945852,-4.47670376512
"[[40, 40, 0, '1.011', '0.857'], [40, 40, 0, '1.011', '0.857'], [40, 40, 0, '1.011', '0.857'], [40, 40, 0, '1.011', '0.857'], [40, 40, 0, '1.011', '0.857']]",-4.47958448032,-3.32993498752,-3.22797726601
"[[41, 18, 23, '1.006', '1.198'], [41, 18, 23, '1.006', '1.198'], [41, 18, 23, '1.006', '1.198'], [41, 18, 23, '1.006', '1.198'], [41, 18, 23, '1.006', '1.198']]",-3.21716246514,-3.27663218503,-4.30831164832
"[[108, 9, 99, '0.989', '0.53'], [108, 9, 99, '0.989', '0.53'], [108, 9, 99, '0.989', '0.53'], [108, 9, 99, '0.989', '0.53'], [108, 9, 99, '0.989', '0.53']]",-4.15798291367,-3.78181186705,-3.03657229123
"[[82, 15, 67, '0.977', '0.525'], [82, 15, 67, '0.977', '0.525'], [82, 15, 67, '0.977', '0.525'], [82, 15, 67, '0.977', '0.525'], [82, 15, 67, '0.977', '0.525']]",-2.93908596481,-3.01874621788,-4.22238109559
